,Unnamed: 0,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
2,2,XXXTENTACION,?,NUMB,01TnVDiet1DFTsyWKUKovl,0.414,0.41600000000000004,11,-8.024,0,0.0251,0.179,0.131,0.196,159.91,186268,4,0
10,10,Alec Benjamin,Narrated For You,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,8,-5.572,1,0.0392,7.4e-05,0.087,0.551,133.975,218893,4,0
41,41,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.23600000000000002,89.792,207520,4,0
17,17,Feist,The Reminder,1234,2CzWeyC9zlDpIOZPUUKrBW,0.71,0.484,2,-7.415,1,0.049,3.93e-06,0.0879,0.5760000000000001,109.95100000000001,183667,4,1
47,47,Billie Eilish,dont smile at me,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.040999999999999995,0.0317,0.084,0.16899999999999998,144.892,200379,4,0
72,72,Sophie Milman,Sophie Milman,My Baby Just Cares For Me,5luEM6rQ6xj9mXHoecLwVJ,0.639,0.591,8,-6.568,1,0.0328,4.34e-06,0.32799999999999996,0.623,121.86200000000001,214547,4,1
36,36,Peter Manos,In My Head,In My Head,3bne7Qit5AbHkX6kWDItYP,0.499,0.18100000000000002,9,-15.359000000000002,0,0.0429,0.00123,0.106,0.0747,111.956,214533,4,0
84,84,LEN,You Can't Stop The Bum Rush,Steal My Sunshine,4agp6oHofabdUedr0B1krj,0.413,0.8290000000000001,4,-11.110999999999999,1,0.529,0.0,0.10800000000000001,0.677,191.477,265533,4,1
27,27,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,4uLU6hMCjMI75M1A2tKUQC,0.721,0.9390000000000001,8,-11.823,1,0.0376,3.79e-05,0.10800000000000001,0.914,113.309,213573,4,1
1,1,Juice WRLD,Legends Never Die,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,0.6940000000000001,0.685,6,-6.535,0,0.133,0.0,0.124,0.306,158.83100000000002,196180,4,0
93,93,NF,Therapy Session,How Could You Leave Us,10bt2wAkFgCWRCEOyAyWT9,0.536,0.708,6,-7.882000000000001,1,0.758,0.0,0.0951,0.09,78.33,322587,4,0
33,33,The Cure,Wish,Friday I'm In Love,20CNpCKq1oTdvekXaboyeq,0.526,0.763,0,-12.663,0,0.0341,6.75e-05,0.359,0.514,136.205,215160,4,1
99,99,Russ,There's Really A Wolf,Losin Control,4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.000154,0.102,0.209,96.992,237507,4,0
39,39,Natalie Taylor,Surrender,Surrender,0ecC8p17cDNlxHXkuYqeR6,0.39,0.44799999999999995,5,-8.57,0,0.0276,0.182,0.107,0.077,144.89,183103,5,0
82,82,Hootie & The Blowfish,Cracked Rear View,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6,-5.861000000000001,1,0.0355,5.19e-06,0.11800000000000001,0.513,103.272,229587,4,1
48,48,Birdy,Beautiful Lies,Deep End,555CH6CnGJRqO37pqA30vW,0.455,0.29600000000000004,2,-8.513,1,0.0399,0.0,0.0783,0.31,171.74400000000003,208840,4,0
36,36,Old Man Luedecke,Domestic Eccentric,Yodelady,68fJc9cKIOFCUDOcFear7I,0.631,0.5489999999999999,7,-9.712,1,0.0342,2.6899999999999997e-05,0.0786,0.8029999999999999,123.47200000000001,186681,4,1
33,33,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.0,0.18600000000000003,0.361,111.20200000000001,220492,4,0
80,80,LANY,Malibu Nights,Thru These Tears,7GbAp0HKPQW7WnFJAzMoRk,0.711,0.517,11,-7.695,1,0.0391,0.0,0.149,0.294,119.945,204516,4,0
52,52,Little Suns,Norman Human Feelings,Sunboat,4qC6eS6fpf2o6B5I6SS69l,0.556,0.767,8,-5.36,1,0.0284,5.09e-06,0.304,0.929,165.847,236231,1,1
90,90,EDEN,vertigo,crash,7EkMIQ2PzEzwQroLl6dUvw,0.503,0.212,0,-12.735,0,0.0658,0.000293,0.12,0.185,118.492,232412,4,0
72,72,Juice WRLD,Legends,Legends,1Knctxx9vGZxpZfF66BIEa,0.594,0.7979999999999999,4,-5.244,1,0.0844,0.0,0.14300000000000002,0.381,142.049,191840,4,0
22,22,Dexys Midnight Runners,Too Rye Ay (Deluxe Edition),Come On Eileen,5uzNa0SBGOe5pPnstWHMCt,0.466,0.615,0,-9.102,1,0.0492,0.0,0.34299999999999997,0.812,108.016,273720,4,1
84,84,Lauv,I met you when I was 18. (the playlist),Breathe,373q2bp4ZvyJ9kFZcpJSMs,0.32,0.39299999999999996,4,-8.08,1,0.039,0.0,0.341,0.193,136.746,237810,4,0
61,61,Blue Swede,Hooked On A Feeling,Hooked on a Feeling,6Ac4NVYYl2U73QiTt11ZKd,0.547,0.82,8,-6.728,1,0.0805,0.0,0.3,0.9329999999999999,118.208,172867,4,1
63,63,Jordan Suaste,Body,Body,6wQgV6ZYt1snXyQV69mGT4,0.452,0.325,4,-8.687000000000001,0,0.0337,0.0,0.0645,0.33,97.98700000000001,205402,4,0
91,91,Adele,25,When We Were Young,0cj2joJcY6b4XSRfj2eZOl,0.377,0.595,3,-5.936,1,0.0489,0.0,0.095,0.264,144.464,290900,4,0
14,14,Barenaked Ladies,Stunt,One Week,1C0pmryC2MdXfa7MZ9uIrU,0.7020000000000001,0.898,9,-6.002999999999999,1,0.0373,0.000154,0.0917,0.731,112.845,169760,4,1
92,92,John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.42200000000000004,0.264,8,-7.064,1,0.0322,0.0,0.132,0.331,119.93,269560,4,0
53,53,Dean Lewis,A Place We Knew,Waves,6w8pFOKn42O418qwcQElZ3,0.518,0.7290000000000001,11,-7.193,0,0.0452,0.0,0.0643,0.34299999999999997,156.879,240013,4,0
1,1,American Authors,"Oh, What A Life",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,0.6729999999999999,0.902,2,-2.392,1,0.0346,0.000262,0.0558,0.5379999999999999,100.012,194240,4,1
46,46,Stileto,State Of Mind,State Of Mind,65YiXAuE5eA8pWI4COEhmQ,0.506,0.7290000000000001,0,-4.414,0,0.133,1.11e-06,0.267,0.364,159.768,151500,4,0
49,49,Lewis Capaldi,Hold Me While You Wait,Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,0.688,0.53,11,-5.507000000000001,1,0.0333,0.0,0.0995,0.162,106.958,205687,4,0
59,59,Harry Styles,Fine Line,Falling,1ZMiCix7XSAbfAJlEZWMCp,0.5670000000000001,0.267,4,-6.502000000000001,1,0.0299,1.46e-06,0.08900000000000001,0.0592,110.01100000000001,240133,4,0
51,51,Kelly Clarkson,Breakaway,Because of You,0gJvqi9QyASOCtJu99tytc,0.5870000000000001,0.583,5,-5.284,0,0.0313,0.0,0.124,0.15,139.92,219493,4,0
51,51,R.E.M.,Out Of Time (25th Anniversary Edition),Shiny Happy People,1v2zyAJrChw5JnfafSkwkJ,0.452,0.909,9,-3.977,1,0.0366,0.0603,0.23,0.805,124.62299999999999,225787,4,1
14,14,Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.0,0.0889,0.348,123.994,275280,4,0
40,40,Kodaline,In A Perfect World (Expanded Edition),All I Want,0NlGoUyOJSuSHmngoibVAs,0.209,0.41200000000000003,0,-9.732999999999999,1,0.0443,0.15,0.0843,0.162,86.26,305747,3,0
20,20,Ali Gatie,YOU,It's You,5DqdesEfbRyOlSS3Tf6c29,0.732,0.46299999999999997,11,-6.972,0,0.0287,0.0,0.19399999999999998,0.397,95.971,212607,4,0
83,83,Rex Orange County,Sunflower,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,0.384,0.765,6,-4.463,1,0.0579,0.00352,0.522,0.5670000000000001,129.903,252231,4,0
71,71,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.5379999999999999,8,-5.4079999999999995,0,0.0382,0.0,0.196,0.29100000000000004,143.95,223347,4,0
47,47,The Archies,Everything's Archie,Sugar Sugar,6MTd61g9zq6CB1FnJydjEb,0.757,0.727,2,-7.2589999999999995,1,0.0275,0.0,0.10800000000000001,0.966,122.439,167213,4,1
68,68,The 1975,The 1975 (Deluxe),Me,4w0joPRhKJsrzq1euxkpZ2,0.376,0.306,2,-14.092,1,0.0324,0.889,0.0831,0.066,114.76100000000001,275022,3,0
63,63,Cyndi Lauper,The Essential Cyndi Lauper,Girls Just Want to Have Fun,6Ki8gmCpmrsDprpPjxqTa7,0.7070000000000001,0.7979999999999999,6,-4.874,1,0.0319,0.000663,0.363,0.774,120.398,235467,4,1
28,28,The Weeknd,After Hours (Deluxe),Nothing Compares - Bonus Track,5ciyqWW5YuGqF4Avu7uwry,0.532,0.5770000000000001,1,-9.312999999999999,1,0.0352,0.0437,0.23399999999999999,0.0397,131.922,222307,4,0
73,73,Mt. Joy,Silver Lining,Silver Lining,2fpDrL2Vpee0JnM6AoUFvl,0.486,0.638,0,-6.231,1,0.0323,0.0,0.078,0.17800000000000002,144.458,199827,4,1
25,25,Owl City,The Midsummer Station,Good Time,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,6.98e-06,0.371,0.682,126.05,205933,4,1
86,86,Chumbawamba,Tubthumper,Tubthumping,6dL46HEj2hzaSach8EFyCi,0.319,0.8809999999999999,2,-7.244,1,0.14,0.0,0.364,0.625,206.94099999999997,279227,4,1
23,23,Craig Cardiff,Yellowknife,Yellowknife,6CWyaBTLqx0hWGNmN7tA4J,0.48100000000000004,0.46,4,-12.800999999999998,1,0.242,0.0,0.298,0.526,98.115,180832,3,1
35,35,Alabama Shakes,Boys & Girls,Hold On,60kEbEbxKPyuLGJaONFAPU,0.57,0.665,5,-5.4910000000000005,1,0.0301,0.401,0.0859,0.5379999999999999,88.363,226187,4,1
67,67,Noah Cyrus,THE END OF EVERYTHING,July,6J2LdBN97cDWn0MLxYh9HB,0.708,0.18600000000000003,9,-8.953,0,0.042,0.0,0.0779,0.322,72.541,156106,4,0
94,94,The Emotions,Rejoice,Best of My Love,2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,0,-6.865,1,0.0339,0.14,0.0904,0.97,115.443,220560,4,1
52,52,Silent Child,Life Sux,Life Sux,3bkjytkq99VLjtbxUp8twy,0.375,0.6779999999999999,5,-6.617000000000001,1,0.157,2.2e-06,0.337,0.424,102.81700000000001,201176,3,0
19,19,Spin Doctors,Pocket Full Of Kryptonite,Two Princes,4ePP9So5xRzspjLFVVbj90,0.5429999999999999,0.912,7,-10.71,1,0.0601,2.1000000000000002e-06,0.0565,0.836,103.73100000000001,256733,4,1
58,58,Ronnie Earl,Beyond the Blue Door,Brand New Me,1AOwpcHvpW2Jekwaz4DvrB,0.526,0.792,10,-4.922,1,0.0352,6.409999999999999e-05,0.0871,0.645,115.165,271093,4,1
76,76,The Lumineers,The Lumineers,Ho Hey,0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,0,-9.074,1,0.0304,2.06e-06,0.0915,0.353,79.936,163133,4,1
57,57,All About Maggie,Now Hear Me Out,Paint My Name,2VykkqN8c19F5hpKvzmAAq,0.665,0.631,6,-3.267,1,0.051,0.0,0.27699999999999997,0.847,142.891,160987,4,1
32,32,Jorja Smith,Lost & Found,Goodbyes,4CYBfRX3oEPni9Elqm8Bnt,0.512,0.184,9,-8.812000000000001,0,0.0587,0.0,0.284,0.37,85.82,230930,4,0
8,8,Jackie Wilson,The Ultimate Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,0.631,0.69,2,-6.676,1,0.0531,0.0,0.121,0.938,94.574,181067,4,1
11,11,Dean Lewis,Be Alright,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.5529999999999999,0.586,11,-6.319,1,0.0362,0.0,0.0813,0.44299999999999995,126.684,196373,4,0
56,56,Adele,21,Someone Like You,6QPKYGnAW9QozVz2dSWqRg,0.5539999999999999,0.321,9,-8.251,1,0.027999999999999997,0.0,0.0996,0.28800000000000003,135.047,285240,4,0
3,3,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.0,0.257,0.619,128.03799999999998,199080,4,1
34,34,Andy Stochansky,100,Shine,0KdprtD7BiQiYM508cQJss,0.43200000000000005,0.868,4,-3.886,1,0.0447,7.66e-06,0.312,0.342,120.411,212533,4,1
7,7,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.642,0.374,4,-9.386000000000001,1,0.0545,0.0,0.0906,0.0799,124.09899999999999,169266,4,0
60,60,Gowan,Strange Animal,Walking On Air,0dvEeqaWwDIVzVoYrMQRld,0.623,0.485,2,-15.429,1,0.0332,0.0891,0.325,0.677,135.366,294160,4,1
5,5,Daryl Hall & John Oates,Voices,You Make My Dreams (Come True),4o6BgsqLIBViaGVbx5rbRk,0.7509999999999999,0.501,5,-12.151,1,0.0551,0.11199999999999999,0.0467,0.902,167.05700000000002,190627,4,1
13,13,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,0.6729999999999999,0.8859999999999999,1,-4.44,0,0.0431,0.0,0.0826,0.795,97.012,216773,4,1
66,66,Madeline Merlo,Neon Love,Neon Love,20N43ngRf1SK2LOTmQMGbl,0.659,0.74,6,-5.7589999999999995,0,0.0385,0.0,0.0975,0.753,90.051,189253,4,1
0,0,YOUNGDIVY,Boy Gone Wild,All the Time,6LPnXEWZ8SOnK0GCVfWIJL,0.6779999999999999,0.513,1,-9.753,0,0.0275,0.0,0.102,0.375,109.92399999999999,161455,4,0
70,70,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending - feat. Julia Michaels,2kJwzbxV2ppxnQoYw4GLBZ,0.46399999999999997,0.473,1,-10.086,1,0.129,0.0,0.109,0.604,75.801,208687,4,0
92,92,Matt Andersen,Halfway Home By Morning,Free Man,0nYwa7WxRHEHudCTw1Y5bO,0.568,0.662,10,-7.876,1,0.0395,3.39e-05,0.08199999999999999,0.42,95.573,186320,4,1
4,4,Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,0.511,0.5660000000000001,6,-7.23,0,0.2,0.0,0.34,0.218,83.90299999999999,239836,4,0
69,69,Jimmy Rankin,Back Road Paradise,Whiskey When the Sun Goes Down,0IZC94DXLCTnTz86OBVOW2,0.568,0.871,9,-3.0669999999999997,1,0.032,1.32e-05,0.307,0.778,124.054,158947,4,1
38,38,The Isley Brothers,Shout!,"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.866,10,-7.433,1,0.0933,0.0,0.8759999999999999,0.41600000000000004,138.63,268560,4,1
32,32,The Beach Boys,Smiley Smile (Remastered),Good Vibrations - Remastered,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.000124,0.109,0.385,133.44899999999998,219027,4,1
29,29,Average White Band,AWB,Pick Up the Pieces,2x1LQq8lsUzAA2wNj8yjC9,0.768,0.853,10,-5.915,0,0.0427,0.13,0.0188,0.889,107.234,239908,4,1
55,55,Sheryl Crow,Tuesday Night Music Club,All I Wanna Do,4cqHVuDLFbO1XCr4nmks4S,0.82,0.528,9,-11.179,1,0.0321,0.0186,0.257,0.9309999999999999,120.09100000000001,272107,4,1
71,71,Katy Perry,PRISM (Deluxe),Roar,6F5c58TMEs1byxUstkzVeM,0.5539999999999999,0.772,7,-4.821000000000001,0,0.0418,6.6e-06,0.354,0.455,179.984,223546,4,1
38,38,James Smith,Tell Me That You Love Me,Tell Me That You Love Me,2wHA4yJKT8TJhGz20QxUqX,0.536,0.317,6,-8.752,1,0.0359,0.0,0.11,0.319,143.89,194659,4,0
78,78,Ruel,Don't Tell Me,Don't Tell Me,1MzaBCyq0TX0ScxSmG6Cd1,0.565,0.324,4,-9.137,0,0.0342,2.17e-05,0.381,0.139,77.495,241625,3,0
10,10,Jeremy Benjamin,Wonderlove,Joy,4GHHV8DCd5egJ8B0bYyaKp,0.579,0.8420000000000001,4,-5.942,1,0.067,0.0015199999999999999,0.358,0.7879999999999999,128.034,157520,4,1
77,77,John Mayer,Paradise Valley,Wildfire,0QTCTu0CXv4X1JEE4gNpGv,0.7190000000000001,0.665,8,-8.589,1,0.0331,0.0009199999999999999,0.14400000000000002,0.763,96.999,253493,4,1
66,66,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.36700000000000005,0.111,4,-14.084000000000001,1,0.0972,3.97e-05,0.0897,0.198,82.64200000000001,196077,4,0
77,77,James Arthur,Naked,Naked,7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6,-6.781000000000001,1,0.0574,0.0,0.0631,0.23800000000000002,101.96600000000001,234107,4,0
12,12,Tate McRae,One Day,One Day,27r2uANqwK7XbsiAZnzf9e,0.52,0.11900000000000001,0,-12.148,1,0.0407,0.0,0.0883,0.355,69.217,202496,4,0
56,56,Various Artists,Justice Crew Party Mix,Raise Your Glass,1h8j9zvXdltYGKjzNyrTuj,0.682,0.644,7,-6.513,1,0.121,2.73e-06,0.121,0.563,122.381,207573,4,1
79,79,Avril Lavigne,Goodbye Lullaby (Expanded Edition),Wish You Were Here,5XHf9PBxxHmJFuiDkGNIOA,0.45399999999999996,0.865,4,-3.841,1,0.0561,0.0,0.18600000000000003,0.34,166.018,225760,4,0
7,7,Bruce Cockburn,Dancing In The Dragon's Jaws (Deluxe Edition),Wondering Where The Lions Are,0Nn4H46gZGsc5agUTWcaiY,0.7040000000000001,0.395,9,-12.31,1,0.0373,0.00039,0.0689,0.765,79.007,227667,4,1
86,86,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,0.5529999999999999,0.502,0,-5.972,1,0.0409,0.0,0.764,0.29600000000000004,129.976,210200,4,0
50,50,Marky Mark And The Funky Bunch,Music For The People,Good Vibrations,5hWdgGVcfTeLPAiHM6EZG9,0.711,0.951,1,-8.406,1,0.0537,0.366,0.0229,0.903,121.656,269307,4,1
61,61,Alexander 23,IDK You Yet,IDK You Yet,47EWMOElkkbMp5m9SBkx7d,0.629,0.306,1,-11.735,1,0.0424,0.0776,0.124,0.191,76.994,184638,1,0
98,98,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.41700000000000004,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,0
62,62,Luz,we'll be fine,we'll be fine,7KKamdf8oLVz1eFcNRjvnq,0.563,0.382,10,-11.138,1,0.0404,0.0,0.0714,0.19699999999999998,120.802,262960,4,0
28,28,Virginia To Vegas,Utopian,We Are Stars (Featuring Alyssa Reid),45pQlGqXDJDhgR4GKPbd7r,0.6409999999999999,0.6609999999999999,11,-6.574,1,0.0295,0.00031800000000000003,0.0847,0.319,100.025,234200,4,1
70,70,Black Eyed Peas,The Beginning & The Best Of The E.N.D. (International Mega-Deluxe Version),I Gotta Feeling,1u0aIMrEBvFkRtgcg264gW,0.74,0.7509999999999999,0,-6.324,1,0.0275,0.0,0.392,0.634,127.956,289187,4,1
18,18,By Divine Right,Good Morning Beautiful,Soul Explosion,6AMBmRjjVsGKiRlyxzAVXi,0.48700000000000004,0.762,9,-6.431,1,0.0292,5.79e-06,0.132,0.515,130.519,225333,3,1
9,9,Lewis Capaldi,Before You Go,Before You Go,7ce20yLkzuXXLUhzIDoZih,0.45899999999999996,0.575,3,-4.8580000000000005,1,0.0573,0.0,0.0885,0.183,111.881,215107,4,0
31,31,Fintan,Better Broken,Better Broken,5aRmwP3PJ7kQvnyrCevzvr,0.7170000000000001,0.5670000000000001,4,-6.749,1,0.0412,0.00025,0.0963,0.475,80.015,192176,4,0
79,79,The Strumbellas,Spirits,Spirits,0VhDlpezWuAgOnfOCx2fRv,0.552,0.7240000000000001,0,-3.698,1,0.0271,0.0,0.11,0.774,80.516,203653,4,1
73,73,Anson Seabra,Trying My Best,Trying My Best,06qUEhhx6jKQmhj2qAkn4H,0.561,0.0587,5,-17.819000000000003,1,0.0762,0.0,0.0828,0.342,143.02700000000002,222468,1,0
20,20,Jimmy Rankin,Moving East,Loving You Never Gets Old,3SrKpf4xPJmDZMAxkLFIOI,0.54,0.956,7,-3.676,1,0.0418,7.75e-06,0.259,0.765,104.93299999999999,156880,4,1
49,49,Sam Roberts Band,Love At The End Of The World,Them Kids,1qOflahziGtAiQVIhwjg8L,0.305,0.96,0,-5.048,1,0.0509,0.0266,0.11900000000000001,0.851,186.06,238520,4,1
97,97,C2C,Tetra,Down The Road,1x5MjCffpcdHLf65eR9r3T,0.72,0.595,2,-6.109,0,0.0976,4.73e-05,0.0775,0.486,111.0,207187,4,1
